Frequency (Hz), |h_k|
-7.971191406250000000e+01,2.947160595669621443e+02
-7.968139648437500000e+01,1.638045612936155635e+02
-7.965087890625000000e+01,5.844308234814455716e+01
-7.962036132812500000e+01,8.059707198224238311e+01
-7.958984375000000000e+01,1.271044894123955800e+02
-7.955932617187500000e+01,3.336126291590648520e+02
-7.952880859375000000e+01,2.216713581342971224e+02
-7.949829101562500000e+01,1.844174900170562807e+02
-7.946777343750000000e+01,1.231990980897747221e+02
-7.943725585937500000e+01,7.491946508217252187e+01
-7.940673828125000000e+01,2.899803822697434725e+02
-7.937622070312500000e+01,8.141139315250472919e+01
-7.934570312500000000e+01,1.568545531757660854e+02
-7.931518554687500000e+01,1.746457212521657141e+02
-7.928466796875000000e+01,8.434994226089949620e+01
-7.925415039062500000e+01,1.511599583940599700e+02
-7.922363281250000000e+01,1.529872333402886113e+02
-7.919311523437500000e+01,6.569652213021272757e+01
-7.916259765625000000e+01,1.785314476075390360e+02
-7.913208007812500000e+01,2.716724836099590448e+02
-7.910156250000000000e+01,1.183282582730397081e+02
-7.907104492187500000e+01,1.210629726555070818e+02
-7.904052734375000000e+01,1.965389098563405810e+02
-7.901000976562500000e+01,1.717406474067134923e+02
-7.897949218750000000e+01,1.410317175299590815e+02
-7.894897460937500000e+01,1.027339010428601114e+02
-7.891845703125000000e+01,1.989988311296890515e+02
-7.888793945312500000e+01,1.241719758486648999e+02
-7.885742187500000000e+01,1.830834712826516579e+02
-7.882690429687500000e+01,1.049882302697676266e+02
-7.879638671875000000e+01,1.638060765105509233e+02
-7.876586914062500000e+01,8.273112129834630935e+01
-7.873535156250000000e+01,2.603179851285000836e+02
-7.870483398437500000e+01,1.251067484322556140e+02
-7.867431640625000000e+01,1.766236483522309015e+02
-7.864379882812500000e+01,2.938926886720603306e+02
-7.861328125000000000e+01,9.446128286252019279e+01
-7.858276367187500000e+01,3.517091664148304631e+02
-7.855224609375000000e+01,1.158824056744935227e+01
-7.852172851562500000e+01,3.203164259292137785e+02
-7.849121093750000000e+01,1.434624173339390154e+02
-7.846069335937500000e+01,1.725247328244672076e+02
-7.843017578125000000e+01,1.741136374773665807e+02
-7.839965820312500000e+01,2.664769840974174144e+02
-7.836914062500000000e+01,2.264600007127093875e+02
-7.833862304687500000e+01,7.154520944432618990e+01
-7.830810546875000000e+01,3.749413636592883563e+02
-7.827758789062500000e+01,6.594882539637190177e+01
-7.824707031250000000e+01,1.060598404506165764e+02
-7.821655273437500000e+01,2.090066819398273026e+02
-7.818603515625000000e+01,8.115295935659716520e+01
-7.815551757812500000e+01,1.119712534750143647e+02
-7.812500000000000000e+01,1.142418634332283744e+02
-7.809448242187500000e+01,9.065344158431926758e+01
-7.806396484375000000e+01,2.997438736283726826e+02
-7.803344726562500000e+01,1.397843437050028683e+02
-7.800292968750000000e+01,1.133123792759947150e+02
-7.797241210937500000e+01,1.684399855062383722e+02
-7.794189453125000000e+01,8.633157315947106270e+01
-7.791137695312500000e+01,8.610997224831515950e+01
-7.788085937500000000e+01,1.558524588054531250e+02
-7.785034179687500000e+01,4.236352478235422581e+01
-7.781982421875000000e+01,2.597995332655171410e+02
-7.778930664062500000e+01,2.881258936461525977e+01
-7.775878906250000000e+01,1.949100197579056157e+02
-7.772827148437500000e+01,1.268508401573037645e+02
-7.769775390625000000e+01,1.478944507017778847e+02
-7.766723632812500000e+01,2.459688033262984561e+02
-7.763671875000000000e+01,1.294320343745234823e+02
-7.760620117187500000e+01,1.705571386254202366e+02
-7.757568359375000000e+01,8.718705263394680571e+01
-7.754516601562500000e+01,9.733631321340797626e+01
-7.751464843750000000e+01,1.728272336306751527e+02
-7.748413085937500000e+01,4.404207286771961094e+01
-7.745361328125000000e+01,1.723889864664110689e+02
-7.742309570312500000e+01,1.632398235924260632e+02
-7.739257812500000000e+01,9.317093530789205147e+01
-7.736206054687500000e+01,3.310083896060947382e+02
-7.733154296875000000e+01,3.128802770305072727e+02
-7.730102539062500000e+01,1.086155814920020788e+02
-7.727050781250000000e+01,2.071335403194065350e+02
-7.723999023437500000e+01,1.564220081360977588e+02
-7.720947265625000000e+01,1.856460587202070371e+02
-7.717895507812500000e+01,1.782505560089002188e+02
-7.714843750000000000e+01,3.747404921160643880e+02
-7.711791992187500000e+01,1.569119229157586126e+01
-7.708740234375000000e+01,1.002237051823454266e+02
-7.705688476562500000e+01,1.996376379942780659e+02
-7.702636718750000000e+01,2.003605040566295656e+02
-7.699584960937500000e+01,2.646859517893107636e+02
-7.696533203125000000e+01,1.207857458258967966e+02
-7.693481445312500000e+01,2.465257708510194163e+02
-7.690429687500000000e+01,1.812175677133247973e+02
-7.687377929687500000e+01,2.748398366911711719e+02
-7.684326171875000000e+01,1.297401932452843631e+01
-7.681274414062500000e+01,1.620527932225941754e+02
-7.678222656250000000e+01,3.377973065445420389e+02
-7.675170898437500000e+01,2.371195708174954859e+02
-7.672119140625000000e+01,8.093720262332568893e+01
-7.669067382812500000e+01,1.675313840249343968e+02
-7.666015625000000000e+01,2.511674757129117381e+02
-7.662963867187500000e+01,2.923101937019125174e+01
-7.659912109375000000e+01,1.486524209586960126e+02
-7.656860351562500000e+01,2.346590742314215845e+02
-7.653808593750000000e+01,5.619640110668186139e+01
-7.650756835937500000e+01,2.794890408247192681e+02
-7.647705078125000000e+01,2.065680205354546786e+02
-7.644653320312500000e+01,3.723472174285975456e+01
-7.641601562500000000e+01,1.951514143032673019e+02
-7.638549804687500000e+01,3.040587007429396635e+02
-7.635498046875000000e+01,7.786996566303308498e+01
-7.632446289062500000e+01,1.810681260000148143e+02
-7.629394531250000000e+01,1.707600003851536883e+02
-7.626342773437500000e+01,1.533000516106135365e+02
-7.623291015625000000e+01,2.781486198087609409e+02
-7.620239257812500000e+01,2.786689301893287620e+02
-7.617187500000000000e+01,5.333359005540804532e+01
-7.614135742187500000e+01,6.887816828700587735e+01
-7.611083984375000000e+01,2.098559584917276766e+02
-7.608032226562500000e+01,1.163270498034673750e+02
-7.604980468750000000e+01,1.764691749461963752e+02
-7.601928710937500000e+01,1.380366045482010406e+02
-7.598876953125000000e+01,2.722458306187199355e+02
-7.595825195312500000e+01,2.319622711706188625e+02
-7.592773437500000000e+01,2.814177746839871475e+02
-7.589721679687500000e+01,1.038998055086836985e+02
-7.586669921875000000e+01,7.266285319110369301e+01
-7.583618164062500000e+01,1.394534830623559856e+02
-7.580566406250000000e+01,1.928091828055210044e+02
-7.577514648437500000e+01,2.604693158242098434e+02
-7.574462890625000000e+01,7.259678285868342584e+01
-7.571411132812500000e+01,2.378402853101364087e+02
-7.568359375000000000e+01,8.580249219245396830e+01
-7.565307617187500000e+01,2.221594254072589649e+02
-7.562255859375000000e+01,2.088268523101285155e+02
-7.559204101562500000e+01,1.459832041540003047e+02
-7.556152343750000000e+01,8.127483255429631015e+01
-7.553100585937500000e+01,4.856774645064662366e+01
-7.550048828125000000e+01,4.047601050459992678e+01
-7.546997070312500000e+01,2.381956544880260367e+02
-7.543945312500000000e+01,6.914994649535023541e+01
-7.540893554687500000e+01,1.668147549680207078e+02
-7.537841796875000000e+01,2.164419334245808955e+02
-7.534790039062500000e+01,2.517838515590259476e+02
-7.531738281250000000e+01,1.045286752600347455e+02
-7.528686523437500000e+01,1.494646875594708035e+02
-7.525634765625000000e+01,1.066347019783679286e+02
-7.522583007812500000e+01,8.598411639960218622e+01
-7.519531250000000000e+01,1.584710643511368175e+02
-7.516479492187500000e+01,1.377025764579062184e+02
-7.513427734375000000e+01,7.434723180372164109e+01
-7.510375976562500000e+01,2.579100140782800281e+02
-7.507324218750000000e+01,1.216475703281750924e+02
-7.504272460937500000e+01,6.218077962347287979e+01
-7.501220703125000000e+01,3.157120117492949589e+02
-7.498168945312500000e+01,2.552263776245305564e+02
-7.495117187500000000e+01,2.150847468083934189e+02
-7.492065429687500000e+01,2.443915916273666937e+02
-7.489013671875000000e+01,2.196389199493148681e+02
-7.485961914062500000e+01,1.279792823394346470e+02
-7.482910156250000000e+01,2.078960677958115753e+02
-7.479858398437500000e+01,2.058977013977061290e+02
-7.476806640625000000e+01,4.272828884222512613e+01
-7.473754882812500000e+01,1.507475942500851431e+02
-7.470703125000000000e+01,1.384622683633650126e+02
-7.467651367187500000e+01,1.741975919261213335e+02
-7.464599609375000000e+01,1.309137000720718902e+02
-7.461547851562500000e+01,2.359972488561080581e+02
-7.458496093750000000e+01,9.182031854790760406e+01
-7.455444335937500000e+01,2.713342062697297479e+02
-7.452392578125000000e+01,1.920674975758442713e+02
-7.449340820312500000e+01,2.216598256045514006e+02
-7.446289062500000000e+01,1.862506666597296032e+02
-7.443237304687500000e+01,2.798281981445042561e+02
-7.440185546875000000e+01,3.313065628610576141e+02
-7.437133789062500000e+01,1.035688389649765782e+02
-7.434082031250000000e+01,1.061479305848702097e+02
-7.431030273437500000e+01,1.724998518801807279e+02
-7.427978515625000000e+01,3.271089922476009519e+02
-7.424926757812500000e+01,3.028285702944013451e+02
-7.421875000000000000e+01,2.877451229857852582e+02
-7.418823242187500000e+01,2.967177035731086221e+02
-7.415771484375000000e+01,2.656744586509573764e+02
-7.412719726562500000e+01,2.934923815886290868e+02
-7.409667968750000000e+01,6.963770640384502997e+01
-7.406616210937500000e+01,1.942152862920403322e+02
-7.403564453125000000e+01,2.489869220538981551e+02
-7.400512695312500000e+01,4.295757574642158261e+01
-7.397460937500000000e+01,2.964888033287077747e+02
-7.394409179687500000e+01,1.718722131551511154e+02
-7.391357421875000000e+01,3.098054619493387349e+02
-7.388305664062500000e+01,2.760253315867518040e+02
-7.385253906250000000e+01,3.087977990456119528e+02
-7.382202148437500000e+01,5.891976351304943904e+01
-7.379150390625000000e+01,1.085424885416916254e+02
-7.376098632812500000e+01,2.774495869120039515e+02
-7.373046875000000000e+01,1.292479489867335758e+02
-7.369995117187500000e+01,1.510075548249878921e+02
-7.366943359375000000e+01,1.346515843223486115e+02
-7.363891601562500000e+01,2.688725852804691385e+02
-7.360839843750000000e+01,2.479023485103584221e+02
-7.357788085937500000e+01,7.909998409574062350e+01
-7.354736328125000000e+01,7.808375887411506255e+01
-7.351684570312500000e+01,3.105705920556893602e+02
-7.348632812500000000e+01,2.885076302989199348e+02
-7.345581054687500000e+01,7.447743556899263240e+01
-7.342529296875000000e+01,2.836288750102633003e+02
-7.339477539062500000e+01,1.268885457200015452e+02
-7.336425781250000000e+01,3.701376777949673169e+02
-7.333374023437500000e+01,3.948406323031517218e+01
-7.330322265625000000e+01,1.593446192367746050e+02
-7.327270507812500000e+01,1.868656258494199847e+02
-7.324218750000000000e+01,1.656628166560373643e+02
-7.321166992187500000e+01,2.046569691743844714e+02
-7.318115234375000000e+01,2.403036562978170139e+02
-7.315063476562500000e+01,1.283689955793138040e+02
-7.312011718750000000e+01,9.780590584852400582e+01
-7.308959960937500000e+01,2.630128846117845001e+02
-7.305908203125000000e+01,8.219611576693684185e+01
-7.302856445312500000e+01,1.622012532812883592e+02
-7.299804687500000000e+01,2.548990288187861495e+02
-7.296752929687500000e+01,1.247873587081200952e+02
-7.293701171875000000e+01,3.311926781160848350e+02
-7.290649414062500000e+01,1.805263291267662566e+02
-7.287597656250000000e+01,1.425888889070712935e+02
-7.284545898437500000e+01,4.959715955875709881e+01
-7.281494140625000000e+01,6.018339314223659642e+01
-7.278442382812500000e+01,8.337456021619053104e+01
-7.275390625000000000e+01,8.091000062315286812e+01
-7.272338867187500000e+01,1.687734995789762991e+02
-7.269287109375000000e+01,1.743329873942939230e+02
-7.266235351562500000e+01,2.224028182097027297e+02
-7.263183593750000000e+01,1.806260326050368121e+02
-7.260131835937500000e+01,2.230644949914830875e+02
-7.257080078125000000e+01,2.474272958498763160e+02
-7.254028320312500000e+01,1.595824104140140776e+02
-7.250976562500000000e+01,1.560463418653149574e+02
-7.247924804687500000e+01,7.731642074346090965e+01
-7.244873046875000000e+01,7.822755529046834511e+01
-7.241821289062500000e+01,1.461934892696427823e+02
-7.238769531250000000e+01,1.247791738002930941e+02
-7.235717773437500000e+01,2.087682641758754585e+02
-7.232666015625000000e+01,1.419963650304447071e+02
-7.229614257812500000e+01,9.063094924054016133e+01
-7.226562500000000000e+01,6.838032897762313667e+01
-7.223510742187500000e+01,1.894281003798521112e+02
-7.220458984375000000e+01,2.344140279560400586e+02
-7.217407226562500000e+01,2.568579371320392397e+02
-7.214355468750000000e+01,1.509536248147793742e+02
-7.211303710937500000e+01,3.482627886523389975e+02
-7.208251953125000000e+01,1.037538295728183186e+02
-7.205200195312500000e+01,2.637778038228042874e+02
-7.202148437500000000e+01,7.678860604950115487e+01
-7.199096679687500000e+01,1.755130047480308519e+02
-7.196044921875000000e+01,2.781485705697786770e+01
-7.192993164062500000e+01,2.401576954879433288e+02
-7.189941406250000000e+01,1.245940243841062340e+02
-7.186889648437500000e+01,1.173291952408174268e+02
-7.183837890625000000e+01,2.685157661764753243e+02
-7.180786132812500000e+01,7.966343945865813225e+01
-7.177734375000000000e+01,9.752712768951469968e+01
-7.174682617187500000e+01,1.343390349410826445e+02
-7.171630859375000000e+01,4.085034431335866998e+02
-7.168579101562500000e+01,2.367737053104106053e+02
-7.165527343750000000e+01,6.815554693865765046e+01
-7.162475585937500000e+01,2.498497645611035267e+01
-7.159423828125000000e+01,2.669321533344324848e+02
-7.156372070312500000e+01,1.626982811773816877e+02
-7.153320312500000000e+01,1.214986738094636110e+02
-7.150268554687500000e+01,1.047865400902309148e+02
-7.147216796875000000e+01,4.754577427882750840e+01
-7.144165039062500000e+01,1.013068204443003282e+02
-7.141113281250000000e+01,8.332274004781892529e+01
-7.138061523437500000e+01,1.338681192042824648e+02
-7.135009765625000000e+01,2.839741906411269952e+02
-7.131958007812500000e+01,4.546525499984535656e+01
-7.128906250000000000e+01,1.012412947247067905e+02
-7.125854492187500000e+01,1.980481569547682952e+01
-7.122802734375000000e+01,7.589949562616716605e+01
-7.119750976562500000e+01,1.979424368200905917e+02
-7.116699218750000000e+01,1.523835097798478841e+02
-7.113647460937500000e+01,7.781951914691191519e+01
-7.110595703125000000e+01,2.594435374987235150e+02
-7.107543945312500000e+01,1.731522470330340866e+02
-7.104492187500000000e+01,1.209729484767639889e+02
-7.101440429687500000e+01,1.814688584551273891e+02
-7.098388671875000000e+01,1.138744021849282859e+02
-7.095336914062500000e+01,8.398652531077502204e+01
-7.092285156250000000e+01,9.682276716977220588e+01
-7.089233398437500000e+01,1.178108936971744640e+02
-7.086181640625000000e+01,3.762424627082226181e+01
-7.083129882812500000e+01,1.175484979871181253e+02
-7.080078125000000000e+01,1.650266910262213003e+02
-7.077026367187500000e+01,1.936446732983238803e+02
-7.073974609375000000e+01,3.565093112466879575e+02
-7.070922851562500000e+01,2.262610244329379725e+02
-7.067871093750000000e+01,2.775768870681310432e+02
-7.064819335937500000e+01,2.353778806397945687e+02
-7.061767578125000000e+01,1.095224872191311363e+02
-7.058715820312500000e+01,2.430741350273667933e+02
-7.055664062500000000e+01,2.360169352192027361e+02
-7.052612304687500000e+01,7.539905556937021913e+01
-7.049560546875000000e+01,1.007112314538524913e+02
-7.046508789062500000e+01,2.310034650805981755e+02
-7.043457031250000000e+01,7.087052445682695634e+01
-7.040405273437500000e+01,3.283544029750922846e+02
-7.037353515625000000e+01,1.980833905086007860e+02
-7.034301757812500000e+01,1.442443828677219813e+02
-7.031250000000000000e+01,1.002786224684321894e+02
-7.028198242187500000e+01,1.022670175985385868e+02
-7.025146484375000000e+01,4.344211391906885211e+01
-7.022094726562500000e+01,2.870537812576949932e+02
-7.019042968750000000e+01,1.693995394621778132e+02
-7.015991210937500000e+01,1.842076094695543986e+02
-7.012939453125000000e+01,1.766108347620699703e+02
-7.009887695312500000e+01,2.563622151474674524e+02
-7.006835937500000000e+01,1.155622814726445853e+02
-7.003784179687500000e+01,2.190571707224074203e+02
-7.000732421875000000e+01,7.080595536733764561e+01
-6.997680664062500000e+01,1.274058835986127605e+02
-6.994628906250000000e+01,8.355079060087528831e+01
-6.991577148437500000e+01,7.630741146733082303e+01
-6.988525390625000000e+01,6.004990657559899603e+01
-6.985473632812500000e+01,2.865794026776887335e+02
-6.982421875000000000e+01,3.232285385006205161e+02
-6.979370117187500000e+01,2.358796988862010551e+02
-6.976318359375000000e+01,3.658851197588376181e+02
-6.973266601562500000e+01,1.605046546484505257e+02
-6.970214843750000000e+01,3.285896024328931730e+02
-6.967163085937500000e+01,1.545224195090639228e+02
-6.964111328125000000e+01,1.451508581191566805e+02
-6.961059570312500000e+01,1.885505682326509884e+02
-6.958007812500000000e+01,1.664941570747444075e+02
-6.954956054687500000e+01,1.034027271812921356e+02
-6.951904296875000000e+01,1.322612881809423868e+02
-6.948852539062500000e+01,1.521647613589887555e+02
-6.945800781250000000e+01,1.237561590824547579e+02
-6.942749023437500000e+01,1.478017400966090520e+02
-6.939697265625000000e+01,1.639720977918437654e+02
-6.936645507812500000e+01,1.085400853167113127e+02
-6.933593750000000000e+01,1.062634410577766033e+02
-6.930541992187500000e+01,1.322758464385991601e+02
-6.927490234375000000e+01,4.043150186833616999e+01
-6.924438476562500000e+01,1.887584832709618468e+02
-6.921386718750000000e+01,1.932310545940984525e+02
-6.918334960937500000e+01,2.144874316899044402e+02
-6.915283203125000000e+01,2.377507851799722971e+02
-6.912231445312500000e+01,2.697996666940093178e+02
-6.909179687500000000e+01,2.148195690163184679e+02
-6.906127929687500000e+01,2.022483228798908783e+02
-6.903076171875000000e+01,1.382103267502677681e+02
-6.900024414062500000e+01,9.303413905954526797e+01
-6.896972656250000000e+01,3.062485937836148651e+02
-6.893920898437500000e+01,4.669188639326799262e+01
-6.890869140625000000e+01,2.098413624205755355e+02
-6.887817382812500000e+01,5.170230433486959498e+01
-6.884765625000000000e+01,1.083772734191607015e+02
-6.881713867187500000e+01,1.148155563025892008e+02
-6.878662109375000000e+01,3.891751259068628599e+01
-6.875610351562500000e+01,1.081146642635479509e+02
-6.872558593750000000e+01,1.992226211306706887e+02
-6.869506835937500000e+01,1.130305265569761133e+02
-6.866455078125000000e+01,1.261829958180946818e+02
-6.863403320312500000e+01,3.126043029328448597e+02
-6.860351562500000000e+01,1.891208579411539574e+02
-6.857299804687500000e+01,1.154267937890915476e+02
-6.854248046875000000e+01,3.518757219879860543e+01
-6.851196289062500000e+01,1.091401519162087510e+02
-6.848144531250000000e+01,1.842317760183087501e+02
-6.845092773437500000e+01,2.052219177397025476e+02
-6.842041015625000000e+01,1.989714282740146416e+02
-6.838989257812500000e+01,2.246090298448654607e+02
-6.835937500000000000e+01,1.223332813156301171e+02
-6.832885742187500000e+01,3.238935002697008940e+02
-6.829833984375000000e+01,9.110387616171094294e+01
-6.826782226562500000e+01,2.748580945146414578e+01
-6.823730468750000000e+01,2.632560548731597123e+02
-6.820678710937500000e+01,6.016646093491929292e+01
-6.817626953125000000e+01,1.724241284894659429e+02
-6.814575195312500000e+01,9.855139160424866418e+01
-6.811523437500000000e+01,1.293455616620932744e+02
-6.808471679687500000e+01,2.966977896358056910e+02
-6.805419921875000000e+01,1.663177914437905258e+02
-6.802368164062500000e+01,8.121815699215210316e+01
-6.799316406250000000e+01,9.203307193770257300e+01
-6.796264648437500000e+01,1.613271946461323409e+02
-6.793212890625000000e+01,9.006507435704834563e+01
-6.790161132812500000e+01,1.343358627336985762e+02
-6.787109375000000000e+01,1.491596185309904570e+02
-6.784057617187500000e+01,2.389095978635860433e+02
-6.781005859375000000e+01,1.178181930814726002e+02
-6.777954101562500000e+01,7.357989870491945794e+01
-6.774902343750000000e+01,1.541941147405966319e+02
-6.771850585937500000e+01,2.384871431349106388e+02
-6.768798828125000000e+01,1.114881819427256318e+02
-6.765747070312500000e+01,2.386471563080956670e+01
-6.762695312500000000e+01,2.865442860254298694e+02
-6.759643554687500000e+01,1.759443647839379423e+02
-6.756591796875000000e+01,9.203578345011734996e+01
-6.753540039062500000e+01,2.273807331347204297e+02
-6.750488281250000000e+01,3.006926018493710444e+02
-6.747436523437500000e+01,1.640571502709689753e+02
-6.744384765625000000e+01,1.728220218027519763e+02
-6.741333007812500000e+01,1.511373597289578470e+02
-6.738281250000000000e+01,7.939004233923617448e+01
-6.735229492187500000e+01,2.240112487153737675e+02
-6.732177734375000000e+01,1.417716599410854883e+02
-6.729125976562500000e+01,2.508366450922643480e+02
-6.726074218750000000e+01,1.699796539509819979e+02
-6.723022460937500000e+01,2.346156757751780049e+02
-6.719970703125000000e+01,7.310061051966884804e+01
-6.716918945312500000e+01,2.240811134439491070e+02
-6.713867187500000000e+01,1.291946088691400405e+02
-6.710815429687500000e+01,4.227461733160010340e+02
-6.707763671875000000e+01,3.225487657409950089e+02
-6.704711914062500000e+01,1.696847148830891854e+02
-6.701660156250000000e+01,2.100924444176816905e+02
-6.698608398437500000e+01,1.448470875508179745e+02
-6.695556640625000000e+01,3.209020761197052707e+02
-6.692504882812500000e+01,3.562638318227986929e+02
-6.689453125000000000e+01,1.800332111016873284e+02
-6.686401367187500000e+01,1.192787667850119107e+02
-6.683349609375000000e+01,2.619739400001691365e+02
-6.680297851562500000e+01,1.360277825561757368e+02
-6.677246093750000000e+01,2.145466620818764909e+02
-6.674194335937500000e+01,1.593181238797085371e+02
-6.671142578125000000e+01,1.500892819197263464e+02
-6.668090820312500000e+01,2.005452474766312037e+02
-6.665039062500000000e+01,1.385536665299721619e+02
-6.661987304687500000e+01,6.293878108218446954e+01
-6.658935546875000000e+01,2.149855329613629920e+02
-6.655883789062500000e+01,2.303394382006297576e+02
-6.652832031250000000e+01,2.389458399320646151e+02
-6.649780273437500000e+01,2.735421271282456246e+02
-6.646728515625000000e+01,1.220015385967978290e+02
-6.643676757812500000e+01,1.819036738920773928e+02
-6.640625000000000000e+01,5.517585906661361861e+01
-6.637573242187500000e+01,1.144167013089430185e+02
-6.634521484375000000e+01,6.881999269760980553e+01
-6.631469726562500000e+01,1.763046400140009951e+02
-6.628417968750000000e+01,2.108602626119240853e+01
-6.625366210937500000e+01,1.362196194798910085e+02
-6.622314453125000000e+01,1.099727323196017750e+02
-6.619262695312500000e+01,2.032389374883546509e+02
-6.616210937500000000e+01,1.191441322215075758e+02
-6.613159179687500000e+01,2.485493972581066089e+02
-6.610107421875000000e+01,1.902759722618863520e+02
-6.607055664062500000e+01,1.588932506202232560e+02
-6.604003906250000000e+01,2.542118944835597745e+02
-6.600952148437500000e+01,6.685692473176619188e+00
-6.597900390625000000e+01,1.307256931099631458e+02
-6.594848632812500000e+01,2.650732426553399250e+02
-6.591796875000000000e+01,1.462115000332660202e+02
-6.588745117187500000e+01,1.820605858534051791e+01
-6.585693359375000000e+01,2.179448579173022438e+02
-6.582641601562500000e+01,2.780649756602197726e+02
-6.579589843750000000e+01,2.504511967323305726e+02
-6.576538085937500000e+01,2.953265933685066713e+01
-6.573486328125000000e+01,2.820703787199936983e+02
-6.570434570312500000e+01,4.974844445070528565e+01
-6.567382812500000000e+01,1.706741864101458930e+02
-6.564331054687500000e+01,1.306961564991420630e+02
-6.561279296875000000e+01,1.144388405553026473e+02
-6.558227539062500000e+01,6.271783439277799488e+01
-6.555175781250000000e+01,3.873988102816726808e+01
-6.552124023437500000e+01,5.392192791759409687e+01
-6.549072265625000000e+01,1.140580510352934596e+02
-6.546020507812500000e+01,1.069133034687293673e+02
-6.542968750000000000e+01,2.758582856494831503e+02
-6.539916992187500000e+01,2.286374818827859485e+02
-6.536865234375000000e+01,1.637388429290537033e+02
-6.533813476562500000e+01,3.361109988317689101e+01
-6.530761718750000000e+01,1.935286627708274807e+02
-6.527709960937500000e+01,2.221509618894720290e+02
-6.524658203125000000e+01,1.114116092273317662e+02
-6.521606445312500000e+01,2.988857538158666785e+02
-6.518554687500000000e+01,1.143486444596727551e+02
-6.515502929687500000e+01,3.336741438188677478e+01
-6.512451171875000000e+01,1.440165809655744340e+02
-6.509399414062500000e+01,2.380709488545393810e+02
-6.506347656250000000e+01,2.339776079208586452e+02
-6.503295898437500000e+01,1.595691787015232990e+02
-6.500244140625000000e+01,3.567797866483657288e+01
-6.497192382812500000e+01,1.765088102135538008e+02
-6.494140625000000000e+01,2.029908594444500523e+02
-6.491088867187500000e+01,3.136755313705114645e+02
-6.488037109375000000e+01,1.083388271690412665e+02
-6.484985351562500000e+01,2.890280409054324195e+02
-6.481933593750000000e+01,3.543201974789387805e+02
-6.478881835937500000e+01,6.654641289890631128e+01
-6.475830078125000000e+01,1.692903990744212877e+02
-6.472778320312500000e+01,2.326775461571550068e+02
-6.469726562500000000e+01,8.553487677954787216e+01
-6.466674804687500000e+01,1.565148643629317462e+02
-6.463623046875000000e+01,2.646370351876504756e+01
-6.460571289062500000e+01,8.280461705305143028e+01
-6.457519531250000000e+01,1.408509356566404165e+02
-6.454467773437500000e+01,2.432120783801337609e+02
-6.451416015625000000e+01,2.869391638385820329e+02
-6.448364257812500000e+01,2.177387895774520530e+02
-6.445312500000000000e+01,4.829488077894093578e+01
-6.442260742187500000e+01,1.445834600483190684e+02
-6.439208984375000000e+01,3.605575433913043071e+02
-6.436157226562500000e+01,1.862611213891071884e+02
-6.433105468750000000e+01,2.834019176513962179e+02
-6.430053710937500000e+01,1.428622450670894182e+02
-6.427001953125000000e+01,1.656875587665939236e+02
-6.423950195312500000e+01,8.294374411144693227e+01
-6.420898437500000000e+01,1.639721408648914007e+02
-6.417846679687500000e+01,2.217783733715944834e+02
-6.414794921875000000e+01,7.203135121769165039e+01
-6.411743164062500000e+01,1.218185158685028995e+02
-6.408691406250000000e+01,3.055939243390051843e+02
-6.405639648437500000e+01,7.287180143780531694e+01
-6.402587890625000000e+01,2.244989498013727598e+02
-6.399536132812500000e+01,2.537086231411318806e+02
-6.396484375000000000e+01,2.576154763539516921e+02
-6.393432617187500000e+01,1.381069054944951517e+02
-6.390380859375000000e+01,1.916458533240621875e+02
-6.387329101562500000e+01,2.216926217647057058e+02
-6.384277343750000000e+01,1.307713692892945687e+02
-6.381225585937500000e+01,1.288134989023377841e+02
-6.378173828125000000e+01,1.709937659336999332e+02
-6.375122070312500000e+01,3.098708799256433508e+02
-6.372070312500000000e+01,1.878934765392112070e+02
-6.369018554687500000e+01,3.244282085318554891e+02
-6.365966796875000000e+01,1.806712921288671794e+02
-6.362915039062500000e+01,3.356617314064777133e+02
-6.359863281250000000e+01,9.605854309077963649e+01
-6.356811523437500000e+01,2.002367293986212360e+02
-6.353759765625000000e+01,2.515641772830475134e+02
-6.350708007812500000e+01,2.129331932545759116e+02
-6.347656250000000000e+01,1.556567577147891086e+02
-6.344604492187500000e+01,2.697908294063844892e+02
-6.341552734375000000e+01,1.601401661458403396e+02
-6.338500976562500000e+01,2.661738533774791904e+02
-6.335449218750000000e+01,1.720285561533253826e+02
-6.332397460937500000e+01,3.073945528121446387e+02
-6.329345703125000000e+01,5.704153192620961477e+01
-6.326293945312500000e+01,2.360508055365054148e+01
-6.323242187500000000e+01,1.989477334797524009e+02
-6.320190429687500000e+01,1.595723609358639408e+02
-6.317138671875000000e+01,1.989231254261245567e+02
-6.314086914062500000e+01,1.863587433104281104e+02
-6.311035156250000000e+01,1.875249168739381673e+02
-6.307983398437500000e+01,4.857195518615387186e+01
-6.304931640625000000e+01,4.904641772751836726e+01
-6.301879882812500000e+01,1.434426339945474922e+02
-6.298828125000000000e+01,2.090364297338433346e+02
-6.295776367187500000e+01,3.647488838329817895e+02
-6.292724609375000000e+01,3.667433436551791601e+02
-6.289672851562500000e+01,2.193387962470006869e+02
-6.286621093750000000e+01,3.515536791182372411e+01
-6.283569335937500000e+01,1.058775034868669991e+02
-6.280517578125000000e+01,1.767028562926331574e+02
-6.277465820312500000e+01,2.175301922593303630e+02
-6.274414062500000000e+01,1.678305662927031676e+02
-6.271362304687500000e+01,1.575388643258380910e+02
-6.268310546875000000e+01,3.021214502032639757e+02
