Frequency(Hz), |h_k|
2.861328125000000000e+02,4.153938581164439738e-03
2.861633300781250000e+02,3.736351065280240583e-03
2.861938476562500000e+02,5.523716445811679802e-03
2.862243652343750000e+02,3.915171348200303068e-03
2.862548828125000000e+02,2.045819010433046724e-03
2.862854003906250000e+02,4.935673863419331488e-03
2.863159179687500000e+02,5.037423482041228188e-03
2.863464355468750000e+02,7.530387911644679383e-03
2.863769531250000000e+02,3.230650891013071759e-03
2.864074707031250000e+02,1.995365446367477948e-03
2.864379882812500000e+02,6.917100509348026241e-03
2.864685058593750000e+02,5.745693416364300310e-03
2.864990234375000000e+02,4.665343406745170278e-03
2.865295410156250000e+02,5.050901132377450149e-03
2.865600585937500000e+02,5.935428437079203097e-03
2.865905761718750000e+02,4.068191838075833205e-03
2.866210937500000000e+02,6.286656087868633218e-03
2.866516113281250000e+02,3.839661086170987735e-03
2.866821289062500000e+02,4.574909920339376157e-03
2.867126464843750000e+02,2.647441102033977998e-03
2.867431640625000000e+02,2.079702817846077433e-03
2.867736816406250000e+02,3.026576036774786781e-03
2.868041992187500000e+02,3.675843260257345441e-03
2.868347167968750000e+02,1.008756704069725457e-03
2.868652343750000000e+02,3.837320210883616960e-03
2.868957519531250000e+02,3.983408897668582610e-03
2.869262695312500000e+02,3.482669579161602660e-03
2.869567871093750000e+02,6.990102905465341368e-03
2.869873046875000000e+02,6.475403909375464055e-03
2.870178222656250000e+02,4.767639419107264249e-03
2.870483398437500000e+02,5.611431965185524444e-03
2.870788574218750000e+02,2.616311753468450463e-03
2.871093750000000000e+02,3.630991567812991150e-03
2.871398925781250000e+02,8.296125311421391826e-03
2.871704101562500000e+02,2.442067726906629963e-03
2.872009277343750000e+02,2.629223708345899708e-03
2.872314453125000000e+02,2.945589994135019724e-03
2.872619628906250000e+02,4.392901910791591723e-03
2.872924804687500000e+02,7.191553971733351605e-03
2.873229980468750000e+02,1.027698091366269391e-02
2.873535156250000000e+02,1.276839250410960296e-03
2.873840332031250000e+02,2.637787329075221877e-03
2.874145507812500000e+02,4.736822712956078631e-03
2.874450683593750000e+02,1.022154317374091362e-02
2.874755859375000000e+02,9.408581895833966965e-03
2.875061035156250000e+02,3.081198923095502650e-03
2.875366210937500000e+02,3.529497091746695674e-03
2.875671386718750000e+02,5.761036284006794406e-03
2.875976562500000000e+02,3.324186371968145762e-03
2.876281738281250000e+02,8.090102261938209027e-03
2.876586914062500000e+02,2.270125618582369796e-03
2.876892089843750000e+02,1.887048075901977305e-03
2.877197265625000000e+02,3.734951870153733599e-03
2.877502441406250000e+02,2.652110642431697307e-03
2.877807617187500000e+02,2.803172931456725161e-03
2.878112792968750000e+02,9.539815682101838654e-03
2.878417968750000000e+02,4.725941118968162574e-03
2.878723144531250000e+02,2.834426940352709895e-03
2.879028320312500000e+02,2.446356498631595006e-03
2.879333496093750000e+02,1.276160295022158320e-03
2.879638671875000000e+02,7.054020375514561542e-03
2.879943847656250000e+02,6.182421192028144698e-03
2.880249023437500000e+02,2.916835349312064951e-03
2.880554199218750000e+02,5.785986653848535118e-03
2.880859375000000000e+02,6.465332134241062560e-03
2.881164550781250000e+02,3.605580789610006009e-03
2.881469726562500000e+02,3.110127509198637105e-03
2.881774902343750000e+02,1.386063064568048703e-03
2.882080078125000000e+02,5.628387496242512680e-03
2.882385253906250000e+02,5.885160898203331548e-03
2.882690429687500000e+02,4.107352777164772518e-03
2.882995605468750000e+02,6.158051862491150004e-03
2.883300781250000000e+02,1.791878821493567402e-03
2.883605957031250000e+02,2.105936020702752105e-03
2.883911132812500000e+02,5.831548868284691309e-03
2.884216308593750000e+02,2.835140927028572712e-03
2.884521484375000000e+02,8.820558316779992039e-03
2.884826660156250000e+02,5.550617887690982230e-03
2.885131835937500000e+02,1.120512205271795118e-02
2.885437011718750000e+02,3.251719757103828552e-03
2.885742187500000000e+02,7.584959757106311297e-03
2.886047363281250000e+02,3.958716036864499445e-03
2.886352539062500000e+02,6.646451698663625486e-03
2.886657714843750000e+02,9.452189460983587838e-03
2.886962890625000000e+02,1.678628292316747782e-03
2.887268066406250000e+02,4.430081896769448406e-03
2.887573242187500000e+02,9.357287258684699252e-03
2.887878417968750000e+02,2.441478154113633711e-03
2.888183593750000000e+02,7.828853784952783529e-03
2.888488769531250000e+02,3.010702989626872286e-03
2.888793945312500000e+02,6.014369805200751873e-03
2.889099121093750000e+02,8.709246019527409552e-03
2.889404296875000000e+02,4.411933882419231262e-03
2.889709472656250000e+02,6.140185390034630722e-03
2.890014648437500000e+02,5.430191930939838249e-03
2.890319824218750000e+02,3.504359890315712073e-03
2.890625000000000000e+02,7.038731741097149254e-03
2.890930175781250000e+02,4.239806327392594415e-03
2.891235351562500000e+02,2.865257918191770406e-03
2.891540527343750000e+02,6.133815218336168516e-03
2.891845703125000000e+02,5.144042486050088778e-03
2.892150878906250000e+02,5.558985168645326665e-03
2.892456054687500000e+02,3.204061376719876016e-03
2.892761230468750000e+02,2.236397753369083041e-03
2.893066406250000000e+02,2.224371776089979335e-03
2.893371582031250000e+02,2.701515811033647612e-03
2.893676757812500000e+02,1.446261829884541196e-03
2.893981933593750000e+02,1.927591087377757357e-03
2.894287109375000000e+02,5.976105631084526436e-03
2.894592285156250000e+02,3.958054773671386417e-03
2.894897460937500000e+02,1.997208412431806038e-03
2.895202636718750000e+02,4.905399849644799352e-03
2.895507812500000000e+02,5.226635146985163932e-03
2.895812988281250000e+02,8.087763718172578248e-03
2.896118164062500000e+02,7.700226799919266361e-03
2.896423339843750000e+02,1.010029573900388111e-02
2.896728515625000000e+02,6.048082571428922173e-03
2.897033691406250000e+02,6.567935382842493390e-03
2.897338867187500000e+02,1.500227833129864387e-03
2.897644042968750000e+02,1.261561980960095941e-03
2.897949218750000000e+02,4.590551122790874697e-03
2.898254394531250000e+02,2.075105701564921006e-03
2.898559570312500000e+02,2.541991711174001155e-03
2.898864746093750000e+02,3.118830428627854950e-03
2.899169921875000000e+02,1.662786068804257295e-03
2.899475097656250000e+02,2.942269847211676642e-03
2.899780273437500000e+02,3.637287904839321857e-03
2.900085449218750000e+02,6.913454098849971911e-03
2.900390625000000000e+02,2.978072115395502626e-03
2.900695800781250000e+02,1.416219228173336807e-03
2.901000976562500000e+02,6.278478302439785552e-03
2.901306152343750000e+02,3.755010184063831483e-03
2.901611328125000000e+02,3.828602979679785173e-03
2.901916503906250000e+02,3.829683722969105981e-03
2.902221679687500000e+02,2.935960976486197069e-03
2.902526855468750000e+02,9.798064991238444182e-03
2.902832031250000000e+02,6.957440718513990558e-04
2.903137207031250000e+02,4.872700418628747761e-03
2.903442382812500000e+02,7.099939014752874693e-03
2.903747558593750000e+02,4.142424905308054670e-03
2.904052734375000000e+02,6.925734052139377248e-03
2.904357910156250000e+02,4.527254581681171633e-03
2.904663085937500000e+02,1.626279179486511597e-03
2.904968261718750000e+02,4.969527362745646513e-03
2.905273437500000000e+02,5.882756676093361253e-03
2.905578613281250000e+02,6.734085150046476877e-03
2.905883789062500000e+02,6.055317795572001671e-03
2.906188964843750000e+02,6.766427741170046549e-03
2.906494140625000000e+02,8.164754601789929933e-04
2.906799316406250000e+02,4.143398550220348843e-03
2.907104492187500000e+02,7.891146941272323898e-03
2.907409667968750000e+02,6.172495703096887200e-03
2.907714843750000000e+02,3.997352104903107925e-03
2.908020019531250000e+02,2.569208714513244920e-03
2.908325195312500000e+02,8.124940337246349537e-03
2.908630371093750000e+02,7.286107171034114822e-03
2.908935546875000000e+02,3.249512367371127849e-03
2.909240722656250000e+02,6.797954659446184657e-04
2.909545898437500000e+02,4.553324126463738006e-03
2.909851074218750000e+02,1.013137974603171712e-03
2.910156250000000000e+02,2.870703565403132356e-03
2.910461425781250000e+02,2.761195348346232644e-03
2.910766601562500000e+02,1.312688768662914575e-03
2.911071777343750000e+02,5.162368525656491069e-03
2.911376953125000000e+02,6.120692770159335237e-03
2.911682128906250000e+02,2.723688722684306646e-03
2.911987304687500000e+02,3.487521293424649099e-03
2.912292480468750000e+02,3.292826741133649676e-03
2.912597656250000000e+02,2.084171013574985867e-03
2.912902832031250000e+02,6.540811784785516411e-04
2.913208007812500000e+02,4.414826190705176644e-03
2.913513183593750000e+02,4.871184201259865301e-03
2.913818359375000000e+02,6.387889714807580208e-03
2.914123535156250000e+02,1.317062139796376218e-03
2.914428710937500000e+02,2.462761196657680535e-03
2.914733886718750000e+02,4.233249472761387022e-03
2.915039062500000000e+02,2.105932366460978779e-03
2.915344238281250000e+02,4.544124378018221840e-03
2.915649414062500000e+02,3.017281235389524842e-03
2.915954589843750000e+02,4.491460743121554813e-03
2.916259765625000000e+02,4.458609498431633303e-03
2.916564941406250000e+02,4.533316092663255449e-03
2.916870117187500000e+02,4.733956165151847160e-03
2.917175292968750000e+02,1.046925371298512014e-02
2.917480468750000000e+02,8.718204081997558280e-03
2.917785644531250000e+02,4.195693744661791770e-03
2.918090820312500000e+02,2.865279770138335572e-03
2.918395996093750000e+02,7.116529171668622804e-03
2.918701171875000000e+02,2.941982906372530519e-03
2.919006347656250000e+02,5.228503863740278750e-03
2.919311523437500000e+02,5.922863607097798681e-03
2.919616699218750000e+02,1.987858557103892865e-03
2.919921875000000000e+02,5.518554771989600018e-03
2.920227050781250000e+02,6.050320884302398325e-04
2.920532226562500000e+02,7.534181015866627494e-03
2.920837402343750000e+02,7.120133846282557764e-03
2.921142578125000000e+02,6.535385085318960556e-03
2.921447753906250000e+02,9.571030483733932587e-03
2.921752929687500000e+02,1.091996794045338101e-02
2.922058105468750000e+02,8.782085748049317173e-03
2.922363281250000000e+02,9.604166335456654560e-03
2.922668457031250000e+02,3.911999642924307748e-03
2.922973632812500000e+02,4.520727931790368380e-03
2.923278808593750000e+02,5.533682336708522879e-03
2.923583984375000000e+02,3.616240713979536683e-03
2.923889160156250000e+02,3.820151255581174642e-03
2.924194335937500000e+02,4.597183591271461825e-03
2.924499511718750000e+02,7.592301613201728194e-03
2.924804687500000000e+02,4.615407557110135124e-03
2.925109863281250000e+02,1.182017811942919199e-03
2.925415039062500000e+02,4.069387692852085431e-03
2.925720214843750000e+02,7.342041903444114330e-03
2.926025390625000000e+02,9.490258199815995027e-03
2.926330566406250000e+02,6.061799163283741222e-03
2.926635742187500000e+02,3.500260102187588516e-03
2.926940917968750000e+02,7.016354452432365697e-03
2.927246093750000000e+02,5.671459063376554227e-03
2.927551269531250000e+02,6.439804701582094865e-03
2.927856445312500000e+02,2.467803605683954998e-03
2.928161621093750000e+02,7.492043030191537084e-03
2.928466796875000000e+02,6.912617310100805518e-03
2.928771972656250000e+02,4.184040565552915245e-03
2.929077148437500000e+02,1.992756715802034874e-03
2.929382324218750000e+02,9.563254438069091617e-03
2.929687500000000000e+02,4.279526007155935209e-03
2.929992675781250000e+02,9.408183472719815199e-03
2.930297851562500000e+02,3.918267373533513599e-03
2.930603027343750000e+02,6.922782647064301166e-03
2.930908203125000000e+02,3.779634637757189539e-03
2.931213378906250000e+02,5.146296881891794690e-03
2.931518554687500000e+02,3.939377108316287346e-03
2.931823730468750000e+02,7.791148477320631281e-03
2.932128906250000000e+02,6.350233376799026275e-03
2.932434082031250000e+02,5.047258167375882031e-03
2.932739257812500000e+02,3.391358918813610832e-03
2.933044433593750000e+02,3.187403716494674466e-03
2.933349609375000000e+02,4.027315052371367721e-03
2.933654785156250000e+02,4.635128124201474270e-03
2.933959960937500000e+02,7.115712814265264322e-03
2.934265136718750000e+02,1.471386688101619395e-03
2.934570312500000000e+02,9.252358749547547750e-03
2.934875488281250000e+02,1.126516845985544094e-02
2.935180664062500000e+02,1.972437543728073912e-03
2.935485839843750000e+02,1.457298054316787930e-03
2.935791015625000000e+02,1.650335140115739060e-03
2.936096191406250000e+02,6.564371850134122222e-03
2.936401367187500000e+02,3.142120013621108130e-03
2.936706542968750000e+02,7.012279925543630187e-03
2.937011718750000000e+02,8.965794529698641957e-04
2.937316894531250000e+02,2.099240905931510411e-03
2.937622070312500000e+02,3.569656170918476899e-03
2.937927246093750000e+02,8.699126002796460713e-03
2.938232421875000000e+02,5.335898401387225917e-03
2.938537597656250000e+02,3.523829369751910971e-03
2.938842773437500000e+02,1.490799969732337082e-03
2.939147949218750000e+02,7.592140468543332431e-03
2.939453125000000000e+02,8.413272574039542748e-03
2.939758300781250000e+02,4.861704497647172281e-03
2.940063476562500000e+02,6.258404615194885015e-03
2.940368652343750000e+02,6.653810696977616700e-03
2.940673828125000000e+02,1.218996264361902476e-02
2.940979003906250000e+02,7.001794951910189982e-03
2.941284179687500000e+02,1.034466088864217752e-02
2.941589355468750000e+02,5.556286859236787314e-03
2.941894531250000000e+02,3.401353808237156644e-03
2.942199707031250000e+02,1.480541111518028684e-03
2.942504882812500000e+02,3.171927174824998828e-03
2.942810058593750000e+02,1.824372061520289834e-03
2.943115234375000000e+02,6.642691447229395925e-03
2.943420410156250000e+02,4.296653820661118159e-03
2.943725585937500000e+02,6.693238510422231183e-03
2.944030761718750000e+02,6.580832264588820472e-03
2.944335937500000000e+02,3.928500658939599634e-03
2.944641113281250000e+02,1.377073707812483897e-03
2.944946289062500000e+02,6.161857508326101449e-03
2.945251464843750000e+02,8.777514590849912549e-03
2.945556640625000000e+02,3.698668631430891956e-03
2.945861816406250000e+02,8.567047872048602977e-03
2.946166992187500000e+02,8.988211580110658586e-03
2.946472167968750000e+02,6.869785695334231813e-03
2.946777343750000000e+02,3.318770480099340892e-03
2.947082519531250000e+02,5.071677287294818273e-03
2.947387695312500000e+02,5.924962157865319538e-03
2.947692871093750000e+02,1.934286814371589600e-03
2.947998046875000000e+02,3.042542958611030909e-03
2.948303222656250000e+02,7.965847743488244787e-03
2.948608398437500000e+02,6.029284954160833883e-03
2.948913574218750000e+02,6.088678912140582829e-03
2.949218750000000000e+02,6.309784637391315648e-03
2.949523925781250000e+02,4.497390552247325542e-03
2.949829101562500000e+02,6.322972741336480539e-03
2.950134277343750000e+02,3.408532596374686321e-03
2.950439453125000000e+02,4.317292868459341251e-03
2.950744628906250000e+02,5.900935439623939197e-03
2.951049804687500000e+02,2.716511540538495053e-03
2.951354980468750000e+02,4.080492147657423414e-03
2.951660156250000000e+02,5.895378807545940437e-03
2.951965332031250000e+02,2.432656673652146273e-03
2.952270507812500000e+02,2.878794832283637899e-03
2.952575683593750000e+02,6.008314801578104082e-03
2.952880859375000000e+02,7.093774052681632233e-03
2.953186035156250000e+02,7.028016927700300037e-03
2.953491210937500000e+02,7.037327205282405997e-03
2.953796386718750000e+02,7.044837246381881884e-03
2.954101562500000000e+02,5.969426660528749651e-03
2.954406738281250000e+02,2.832556005673183674e-03
2.954711914062500000e+02,1.147613095918013568e-03
2.955017089843750000e+02,2.856697754888128191e-03
2.955322265625000000e+02,2.711773524946169221e-03
2.955627441406250000e+02,6.792581249900122090e-03
2.955932617187500000e+02,1.504574718637473590e-03
2.956237792968750000e+02,6.835878930170158005e-03
2.956542968750000000e+02,2.519719447093704198e-03
2.956848144531250000e+02,2.990062449562079332e-03
2.957153320312500000e+02,6.271524312913358962e-03
2.957458496093750000e+02,7.873105448261114025e-03
2.957763671875000000e+02,5.903404533644287730e-03
2.958068847656250000e+02,4.068816170215525975e-03
2.958374023437500000e+02,2.708422734762939554e-03
2.958679199218750000e+02,8.351930912614755065e-03
2.958984375000000000e+02,4.676038558237310093e-03
2.959289550781250000e+02,4.488152158432178428e-03
2.959594726562500000e+02,3.065326019527271888e-03
2.959899902343750000e+02,4.457013949199746701e-03
2.960205078125000000e+02,4.967027365638437657e-03
2.960510253906250000e+02,5.914043490941482684e-03
2.960815429687500000e+02,7.768674314883572060e-03
2.961120605468750000e+02,4.279433820100902140e-03
2.961425781250000000e+02,2.266088822133415902e-03
2.961730957031250000e+02,8.299089695372704675e-03
2.962036132812500000e+02,8.860062815658521773e-03
2.962341308593750000e+02,3.797812009882960572e-03
2.962646484375000000e+02,5.525421193417649063e-03
2.962951660156250000e+02,8.782987260481265809e-03
2.963256835937500000e+02,3.809310371985167708e-03
2.963562011718750000e+02,1.291715364855559531e-03
2.963867187500000000e+02,1.970278948143727379e-03
2.964172363281250000e+02,7.659428923809065079e-03
2.964477539062500000e+02,6.602093341566618589e-03
2.964782714843750000e+02,6.707777106237118765e-03
2.965087890625000000e+02,4.309472709902055498e-03
2.965393066406250000e+02,3.461099835214786254e-03
2.965698242187500000e+02,1.040450371947138769e-02
2.966003417968750000e+02,2.013856333281616780e-03
2.966308593750000000e+02,6.683468108409565747e-03
2.966613769531250000e+02,2.353865663134475407e-03
2.966918945312500000e+02,3.339783593912138901e-03
2.967224121093750000e+02,4.898087459449317754e-03
2.967529296875000000e+02,4.698593126956701269e-03
2.967834472656250000e+02,3.688269893489320387e-03
2.968139648437500000e+02,5.781233376805272085e-03
2.968444824218750000e+02,7.901853918450779321e-03
2.968750000000000000e+02,7.836320150338697138e-03
2.969055175781250000e+02,4.310893413741083598e-03
2.969360351562500000e+02,2.336994830284773450e-03
2.969665527343750000e+02,5.569093314695014625e-03
2.969970703125000000e+02,8.382078105276863020e-03
2.970275878906250000e+02,5.326928889558049489e-03
2.970581054687500000e+02,8.307046119732031803e-03
2.970886230468750000e+02,7.392695576648705691e-03
2.971191406250000000e+02,4.815853166842327428e-03
2.971496582031250000e+02,6.452326196629006028e-03
2.971801757812500000e+02,5.062762112367254555e-03
2.972106933593750000e+02,3.670777691126723193e-03
2.972412109375000000e+02,4.162164532637426667e-03
2.972717285156250000e+02,3.485145010259235558e-03
2.973022460937500000e+02,6.835512497420266620e-03
2.973327636718750000e+02,3.416292238445035011e-03
2.973632812500000000e+02,5.624770066508269668e-03
2.973937988281250000e+02,9.076300109436557725e-03
2.974243164062500000e+02,8.546408449209785818e-03
2.974548339843750000e+02,1.197493471445930466e-03
2.974853515625000000e+02,1.100669316528929929e-02
2.975158691406250000e+02,5.774271117214754487e-03
2.975463867187500000e+02,2.273039810804844841e-03
2.975769042968750000e+02,6.478478772343476688e-03
2.976074218750000000e+02,7.272361828037345911e-03
2.976379394531250000e+02,5.423543440406757357e-03
2.976684570312500000e+02,4.273570491022690362e-03
2.976989746093750000e+02,5.159742447683707094e-03
2.977294921875000000e+02,5.332321830819488837e-03
2.977600097656250000e+02,6.538355265939740750e-03
2.977905273437500000e+02,4.826698314545538847e-03
2.978210449218750000e+02,5.720159721425000302e-03
2.978515625000000000e+02,3.278336332016218956e-03
2.978820800781250000e+02,7.751879063458684202e-03
2.979125976562500000e+02,2.868581577127002260e-03
2.979431152343750000e+02,3.561838295809293623e-03
2.979736328125000000e+02,2.647019284219828683e-03
2.980041503906250000e+02,6.338360133838152714e-03
2.980346679687500000e+02,3.475955441011821870e-03
2.980651855468750000e+02,4.657815002066516274e-03
2.980957031250000000e+02,4.151964165061252168e-03
2.981262207031250000e+02,6.679355707193422413e-03
2.981567382812500000e+02,5.431935136856217913e-03
2.981872558593750000e+02,7.533050889322817113e-03
2.982177734375000000e+02,5.999665209946416534e-03
2.982482910156250000e+02,8.866612135608378104e-03
2.982788085937500000e+02,3.693223870106846635e-03
2.983093261718750000e+02,9.036691387548862267e-03
2.983398437500000000e+02,6.026944471649355213e-03
2.983703613281250000e+02,6.104838673314356978e-03
2.984008789062500000e+02,3.810968331056696027e-03
2.984313964843750000e+02,3.704171542206481996e-03
2.984619140625000000e+02,5.144939951891570190e-03
2.984924316406250000e+02,9.088110613950572611e-03
2.985229492187500000e+02,3.035626818763790744e-03
2.985534667968750000e+02,1.180450252209431714e-02
2.985839843750000000e+02,6.686713902845781154e-03
2.986145019531250000e+02,2.555434883596198036e-03
2.986450195312500000e+02,1.965459234616130039e-03
2.986755371093750000e+02,4.688498963780290962e-03
2.987060546875000000e+02,2.021648350225849211e-03
2.987365722656250000e+02,2.772524136556024470e-03
2.987670898437500000e+02,3.186760834373222277e-03
2.987976074218750000e+02,6.502770635630812255e-04
2.988281250000000000e+02,3.406845555012643408e-03
2.988586425781250000e+02,6.403908129268668509e-03
2.988891601562500000e+02,7.229149771915665754e-03
2.989196777343750000e+02,4.898445338241032808e-03
2.989501953125000000e+02,2.059886145078508590e-03
2.989807128906250000e+02,2.620863827900397729e-03
2.990112304687500000e+02,9.744360557024829561e-04
2.990417480468750000e+02,4.173505370567156918e-03
2.990722656250000000e+02,2.274482639324303546e-03
2.991027832031250000e+02,4.449299182268062064e-03
2.991333007812500000e+02,6.287843565883433419e-03
2.991638183593750000e+02,7.194028453784901030e-03
2.991943359375000000e+02,5.263288319034048826e-03
2.992248535156250000e+02,7.345015410867778913e-03
2.992553710937500000e+02,2.411589999102339496e-03
2.992858886718750000e+02,8.779685381834134369e-03
2.993164062500000000e+02,1.715220453279196018e-03
2.993469238281250000e+02,3.817489056315070961e-03
2.993774414062500000e+02,5.667083672778800395e-03
2.994079589843750000e+02,6.126402104452068932e-03
2.994384765625000000e+02,1.218517102863955542e-03
2.994689941406250000e+02,2.356823990077405555e-03
2.994995117187500000e+02,1.059518032205288528e-02
2.995300292968750000e+02,2.081603415476424544e-03
2.995605468750000000e+02,2.933663963890535513e-03
2.995910644531250000e+02,6.456878402578271163e-03
2.996215820312500000e+02,6.660105409508697283e-03
2.996520996093750000e+02,4.555316736178368492e-03
2.996826171875000000e+02,4.649436067795760172e-03
2.997131347656250000e+02,3.133781512153813696e-03
2.997436523437500000e+02,4.517245072696966963e-03
2.997741699218750000e+02,3.531764323237068792e-03
2.998046875000000000e+02,2.804408159303108453e-03
2.998352050781250000e+02,7.514228362988376736e-03
2.998657226562500000e+02,2.817362769757883641e-03
2.998962402343750000e+02,6.972376974441694616e-03
2.999267578125000000e+02,5.092953572511272654e-03
2.999572753906250000e+02,5.797698990433235861e-03
2.999877929687500000e+02,4.048570916984890397e-03
3.000183105468750000e+02,5.982700220723423563e-03
3.000488281250000000e+02,4.671496396002076425e-03
3.000793457031250000e+02,4.040825779799833706e-03
3.001098632812500000e+02,6.785420190000234636e-03
3.001403808593750000e+02,1.480196542923725104e-03
3.001708984375000000e+02,4.808995545892629647e-03
3.002014160156250000e+02,7.999744173575249265e-03
3.002319335937500000e+02,4.313041627772135587e-03
3.002624511718750000e+02,7.598189335074853265e-03
3.002929687500000000e+02,5.180764114332832293e-03
3.003234863281250000e+02,8.273216003505423286e-03
3.003540039062500000e+02,3.264257994952938623e-03
3.003845214843750000e+02,1.115461387285637037e-03
3.004150390625000000e+02,8.369939199677286709e-03
3.004455566406250000e+02,5.448077670379518345e-03
3.004760742187500000e+02,2.527854315374985627e-03
3.005065917968750000e+02,3.496157166122317462e-03
3.005371093750000000e+02,4.922968896177081985e-03
3.005676269531250000e+02,1.004946588238916569e-02
3.005981445312500000e+02,7.031577284006542035e-03
3.006286621093750000e+02,2.634146969524234737e-03
3.006591796875000000e+02,3.529314555553214952e-03
3.006896972656250000e+02,6.418575946405491450e-03
3.007202148437500000e+02,3.303405832549373769e-03
3.007507324218750000e+02,5.683699965849751262e-03
3.007812500000000000e+02,2.985362056178496835e-03
3.008117675781250000e+02,3.234509576761345276e-03
3.008422851562500000e+02,1.092951956675966216e-02
3.008728027343750000e+02,7.999592688519111330e-03
3.009033203125000000e+02,3.584060624120753366e-03
3.009338378906250000e+02,3.491962749346790712e-03
3.009643554687500000e+02,5.592710190729753041e-03
3.009948730468750000e+02,7.020010112138392461e-03
3.010253906250000000e+02,4.454949572547410239e-03
3.010559082031250000e+02,5.172360536772924698e-03
3.010864257812500000e+02,6.713329195336139275e-03
3.011169433593750000e+02,4.141633288050915185e-03
3.011474609375000000e+02,1.558776398405421282e-03
3.011779785156250000e+02,3.685917673583290199e-03
3.012084960937500000e+02,6.374737164843895590e-03
3.012390136718750000e+02,1.126655796198066176e-02
3.012695312500000000e+02,7.442497993583090977e-03
3.013000488281250000e+02,8.851204680802355132e-03
3.013305664062500000e+02,4.260208656926405338e-03
3.013610839843750000e+02,1.741226688838833211e-03
3.013916015625000000e+02,1.242780512390495888e-03
3.014221191406250000e+02,5.399063765286311704e-03
3.014526367187500000e+02,2.517681010364184683e-03
3.014831542968750000e+02,5.943383106101038545e-03
3.015136718750000000e+02,2.680066162417341774e-03
3.015441894531250000e+02,2.908073237683588257e-03
3.015747070312500000e+02,2.144506413107215986e-03
3.016052246093750000e+02,7.886792403866176721e-03
3.016357421875000000e+02,4.136753948278139997e-03
3.016662597656250000e+02,4.992437753329115845e-03
3.016967773437500000e+02,1.339115360378164907e-03
3.017272949218750000e+02,6.912307990605148604e-03
3.017578125000000000e+02,3.936477030384324255e-03
3.017883300781250000e+02,1.832877033762849838e-03
3.018188476562500000e+02,5.572513163115553475e-03
3.018493652343750000e+02,1.329177708633661435e-02
3.018798828125000000e+02,5.186724823243545578e-03
3.019104003906250000e+02,5.806362572722691996e-03
3.019409179687500000e+02,5.243725638377715569e-03
3.019714355468750000e+02,8.734823095860362249e-03
3.020019531250000000e+02,6.365174646706486458e-03
3.020324707031250000e+02,3.763326068803285549e-03
3.020629882812500000e+02,4.130468815346769254e-03
3.020935058593750000e+02,3.902370793009905629e-03
3.021240234375000000e+02,8.228745324096040786e-03
3.021545410156250000e+02,6.422765256396264881e-03
3.021850585937500000e+02,1.037996913444133931e-02
3.022155761718750000e+02,6.069793439248813080e-03
3.022460937500000000e+02,3.494606126490501594e-03
3.022766113281250000e+02,5.593106782319791012e-03
3.023071289062500000e+02,3.549192327938127667e-03
3.023376464843750000e+02,3.853908731051985514e-03
3.023681640625000000e+02,8.701967405390240162e-03
3.023986816406250000e+02,6.794760744653043603e-03
3.024291992187500000e+02,4.147483794501046969e-03
3.024597167968750000e+02,1.689803924866172501e-03
3.024902343750000000e+02,1.749218443562010989e-03
3.025207519531250000e+02,4.223333954545222500e-03
3.025512695312500000e+02,7.531276787148525990e-03
3.025817871093750000e+02,6.411504543214331317e-03
3.026123046875000000e+02,9.688401440460778224e-03
3.026428222656250000e+02,5.205336756610362547e-03
3.026733398437500000e+02,1.450084507143660105e-03
3.027038574218750000e+02,2.546745978890868102e-03
3.027343750000000000e+02,4.798969516207648826e-03
3.027648925781250000e+02,3.298850432812436805e-03
3.027954101562500000e+02,4.717421068960350738e-03
3.028259277343750000e+02,6.243135713725958026e-03
3.028564453125000000e+02,4.310499014106764122e-03
3.028869628906250000e+02,1.742684302362357144e-03
3.029174804687500000e+02,6.409751826782083758e-03
3.029479980468750000e+02,3.266794068893198386e-03
3.029785156250000000e+02,3.791370801819631160e-03
3.030090332031250000e+02,5.556326777773980957e-03
3.030395507812500000e+02,6.806353007251999578e-03
3.030700683593750000e+02,3.692775883682263786e-03
3.031005859375000000e+02,6.316580306109616412e-03
3.031311035156250000e+02,3.053658404515574576e-03
3.031616210937500000e+02,9.057910905881930630e-04
3.031921386718750000e+02,2.267964926399949292e-03
3.032226562500000000e+02,6.680288186977369723e-03
3.032531738281250000e+02,1.056124396765613545e-02
3.032836914062500000e+02,1.071708833513976625e-02
3.033142089843750000e+02,6.343931043375872908e-03
3.033447265625000000e+02,3.428925764788322283e-03
3.033752441406250000e+02,3.971784345941969420e-03
3.034057617187500000e+02,1.541045766790748086e-03
3.034362792968750000e+02,3.537534518124778489e-03
3.034667968750000000e+02,8.960268733655159593e-03
3.034973144531250000e+02,8.334560373144747278e-03
3.035278320312500000e+02,4.094635010511476353e-03
3.035583496093750000e+02,3.306652824688195540e-03
3.035888671875000000e+02,3.665618749386645014e-03
3.036193847656250000e+02,3.901943109883740726e-03
3.036499023437500000e+02,3.149524369535165388e-03
3.036804199218750000e+02,7.121439573305049509e-03
3.037109375000000000e+02,4.252450706957946677e-03
3.037414550781250000e+02,6.645500504641836496e-03
3.037719726562500000e+02,2.245442207972391316e-03
3.038024902343750000e+02,3.557072234808441452e-03
3.038330078125000000e+02,1.539241914426416101e-03
3.038635253906250000e+02,3.094635680274854337e-03
